uniprot,predictive,VIP
A0A024R1V4,0.033254,0.24003
A0A024R1X0,2.0328,0.9275
A0A024R1X3,-1.2349,0.56374
A0A024R1X5,3.5339,1.7536
A0A024R1X8,0.36014,0.058209
A0A024R1Y0,1.7986,0.96283
A0A024R1Y2,1.73,0.99054
A0A024R1Y5,2.6204,1.5115
A0A024R1Y7,0.83552,0.5884
A0A024R1Z1,2.9643,1.4794
A0A024R201,-0.038005,0.22333
A0A024R210,2.2492,1.1786
A0A024R219,0.25572,0.2985
A0A024R231,2.049,0.91232
A0A024R233,-1.7129,0.98081
A0A024R248,-2.758,1.6093
A0A024R250,-0.83505,0.25042
A0A024R259,-2.2923,1.0726
A0A024R275,1.1802,0.50351
A0A024R292,1.6348,0.89023
A0A024R2A7,0.24478,0.20982
A0A024R2F2,0.12569,0.068124
A0A024R2F3,-0.19573,0.13322
A0A024R2F8,2.4336,1.0714
A0A024R2G1,2.8239,1.4303
A0A024R2H7,-0.16913,0.065856
A0A024R2I7,0.065965,0.25669
A0A024R2K1,-1.4304,1.0125
A0A024R2L0,-1.3998,0.56924
A0A024R2L1,0.88747,0.67911
A0A024R2M7,2.1567,1.1443
A0A024R2M8,-0.66631,0.40856
A0A024R2N6,0.74233,0.22858
A0A024R2P4,0.89734,0.41167
A0A024R2Q4,-0.49819,0.10325
A0A024R2Q9,-3.2491,1.6539
A0A024R2S0,0.54934,0.22763
A0A024R2T0,-0.48865,0.39937
A0A024R2T2,1.3452,0.62229
A0A024R2T5,3.5241,1.8684
A0A024R2T6,2.4869,1.2929
A0A024R2W3,-2.688,1.4953
A0A024R2W4,-0.89787,0.71807
A0A024R2W7,-0.96265,0.26554
A0A024R301,-1.2503,0.80321
A0A024R319,0.2413,0.060987
A0A024R320,-1.681,0.9798
A0A024R323,1.7552,1.1136
A0A024R324,-1.9002,0.97193
A0A024R329,1.752,0.78661
A0A024R333,-2.7779,1.3201
A0A024R355,-0.022717,0.1182
A0A024R370,2.3312,1.3437
A0A024R371,3.4934,1.9026
A0A024R374,2.235,1.0398
A0A024R377,-0.12614,0.33349
A0A024R386,2.7202,1.4057
A0A024R394,2.0452,0.89649
A0A024R395,0.61932,0.068339
A0A024R396,-1.985,0.96512
A0A024R397,2.8211,1.3248
A0A024R3A2,1.1062,0.39418
A0A024R3C2,0.44274,0.012685
A0A024R3D4,0.91964,0.50905
A0A024R3D8,-0.8598,0.66534
A0A024R3E4,-3.0449,1.6448
A0A024R3F4,-3.1241,1.7177
A0A024R3G7,0.75005,0.14737
A0A024R3L1,1.0552,0.35789
A0A024R3L9,-0.25425,0.0033877
A0A024R3M1,-2.0973,0.92666
A0A024R3N2,1.1169,0.39497
A0A024R3R1,-0.70381,0.41506
A0A024R3R5,-3.1313,1.5037
A0A024R3S1,-0.33395,0.18149
A0A024R3T3,1.2187,0.74793
A0A024R3U5,3.1923,1.7499
A0A024R3U9,-0.73274,0.25604
A0A024R3V6,2.5095,1.3641
A0A024R3V8,-2.6726,1.3218
A0A024R3W2,2.8799,1.3403
A0A024R3W4,2.2562,1.2242
A0A024R3W7,0.28561,0.29339
A0A024R3X1,3.1401,1.7006
A0A024R3Z1,1.4032,0.9585
A0A024R3Z5,-2.2453,1.0037
A0A024R3Z7,-2.5686,1.5402
A0A024R411,1.9608,1.1478
A0A024R412,2.97,1.5314
A0A024R415,2.0976,0.9062
A0A024R419,2.568,1.2459
A0A024R438,3.3591,1.6998
A0A024R451,2.037,1.1786
A0A024R454,-2.6753,1.3889
A0A024R455,0.32409,0.31379
A0A024R462,0.42225,0.1345
A0A024R466,2.1405,1.2286
A0A024R472,0.44276,0.16477
A0A024R473,-2.3143,1.1585
A0A024R491,1.1862,0.66339
A0A024R493,-0.68753,0.55066
A0A024R497,-1.3992,0.65818
A0A024R499,-0.99989,0.38509
A0A024R4A8,0.59724,0.33882
A0A024R4B7,-2.372,1.1785
A0A024R4C5,-2.3426,1.0867
A0A024R4D3,1.1209,0.55668
A0A024R4E1,0.0054404,0.11547
A0A024R4E5,-2.4379,1.1422
A0A024R4E9,-0.11228,0.075585
A0A024R4H0,0.97583,0.31384
A0A024R4I7,1.2218,0.4906
A0A024R4J6,0.80656,0.28157
A0A024R4K3,-3.1968,1.6931
A0A024R4N0,0.6315,0.13075
A0A024R4Q8,-0.077853,0.17712
A0A024R4R3,0.14296,0.18752
A0A024R4R9,-1.7938,0.81433
A0A024R4T0,3.5241,1.8577
A0A024R4U3,-2.0217,0.90225
A0A024R4V5,1.6803,0.73491
A0A024R4Y2,0.5925,0.19107
A0A024R4Z1,2.392,1.2732
A0A024R4Z9,1.8333,1.0257
A0A024R509,-0.016135,0.044479
A0A024R529,-2.4851,1.3987
A0A024R567,-0.039022,0.30047
A0A024R571,0.57758,0.21583
A0A024R577,1.4173,0.51593
A0A024R582,1.1432,0.36039
A0A024R588,-2.1254,0.98019
A0A024R593,0.27521,0.0065202
A0A024R598,1.3451,0.90365
A0A024R5B2,2.6878,1.3584
A0A024R5C5,-1.4107,0.65712
A0A024R5C6,2.0354,1.1114
A0A024R5D2,-0.9554,0.727
A0A024R5D7,-1.6833,0.88836
A0A024R5F7,0.8221,0.43506
A0A024R5F9,0.27866,0.32644
A0A024R5H0,1.4659,0.50488
A0A024R5H6,-1.0026,0.74841
A0A024R5I7,2.6848,1.445
A0A024R5J5,-1.7261,0.98706
A0A024R5J6,0.95469,0.3726
A0A024R5J8,3.0523,1.5097
A0A024R5L0,-0.21635,0.087386
A0A024R5Q1,2.9129,1.4283
A0A024R5Q8,0.3472,0.32622
A0A024R5R0,1.0089,0.29159
A0A024R5R9,0.54289,0.15067
A0A024R5S9,-0.48233,0.49425
A0A024R5U4,1.5715,0.99399
A0A024R5U5,-2.521,1.4059
A0A024R5V1,-0.62649,0.53993
A0A024R5V9,-2.4953,1.3801
A0A024R5W0,2.8614,1.5913
A0A024R5X1,1.9886,1.0858
A0A024R5X3,3.3904,1.7488
A0A024R5X7,-1.4094,0.75152
A0A024R5Y1,2.4312,1.0989
A0A024R5Z0,-1.4851,0.56471
A0A024R5Z5,1.4947,1.0426
A0A024R5Z7,-2.8529,1.5397
A0A024R5Z8,0.1767,0.11459
A0A024R601,-2.862,1.416
A0A024R608,0.70793,0.27698
A0A024R611,1.6871,1.0868
A0A024R625,1.4898,0.80481
A0A024R648,-1.4975,0.82581
A0A024R652,-3.4055,1.7706
A0A024R658,1.515,0.69142
A0A024R667,-2.7729,1.4355
A0A024R683,1.2815,0.53138
A0A024R687,2.8545,1.5255
A0A024R688,0.26827,0.35141
A0A024R6A3,2.8395,1.6212
A0A024R6A5,1.6218,0.95417
A0A024R6B7,0.3898,0.0021473
A0A024R6B9,0.16013,0.15582
A0A024R6D1,-1.5021,0.64897
A0A024R6D4,-2.263,1.0264
A0A024R6D8,-1.0872,0.39222
A0A024R6E8,-0.91557,0.50356
A0A024R6F4,1.2937,0.85552
A0A024R6G6,-1.8086,1.1968
A0A024R6H0,1.1307,0.81756
A0A024R6H1,-2.2916,1.2077
A0A024R6H3,0.92621,0.28389
A0A024R6K1,0.15813,0.26348
A0A024R6K3,-0.25985,0.34125
A0A024R6K5,-1.2386,0.50997
A0A024R6L5,0.19023,0.13964
A0A024R6N1,1.7746,0.73614
A0A024R6N2,0.36469,0.38304
A0A024R6Q2,-1.1492,0.41682
A0A024R6R1,0.68338,0.21406
A0A024R6R2,3.4127,1.7651
A0A024R6S1,2.7607,1.325
A0A024R6S6,2.4718,1.1004
A0A024R6T4,0.35238,0.00020019
A0A024R6U0,0.083629,0.22039
A0A024R6U3,-3.2376,1.6845
A0A024R6U4,0.44425,0.46196
A0A024R6U9,-0.40492,0.42076
A0A024R6W0,-2.0949,1.2457
A0A024R6W2,-2.7487,1.4063
A0A024R6X1,1.6748,0.69464
A0A024R6Y3,-0.90071,0.73024
A0A024R6Z0,-1.2627,0.55758
A0A024R713,-3.3552,1.8254
A0A024R718,2.986,1.6522
A0A024R726,2.2914,1.3256
A0A024R745,-3.11,1.6856
A0A024R755,1.6295,0.94044
A0A024R757,-2.9236,1.6728
A0A024R774,0.27382,0.35356
A0A024R781,2.7494,1.396
A0A024R782,-2.0608,0.92901
A0A024R7B7,-1.0016,0.40458
A0A024R7C0,-1.4913,0.92409
A0A024R7C5,-3.0913,1.5483
A0A024R7D0,2.8948,1.5564
A0A024R7D2,-2.5628,1.4946
A0A024R7E0,2.9121,1.3591
A0A024R7E3,-0.42764,0.091288
A0A024R7F9,-1.5858,0.66921
A0A024R7I0,-0.97925,0.44078
A0A024R7I3,-3.243,1.6829
A0A024R7I4,1.9177,1.1318
A0A024R7I5,3.04,1.6478
A0A024R7J0,-1.5118,0.9544
A0A024R7K0,-1.9628,1.1259
A0A024R7K6,2.8669,1.353
A0A024R7K9,-0.94727,0.55203
A0A024R7L2,-2.8116,1.328
A0A024R7M0,0.86183,0.59674
A0A024R7M1,-3.1604,1.5098
A0A024R7M6,-0.43841,0.042959
A0A024R7N6,-0.80371,0.47401
A0A024R7N7,0.16455,0.1103
A0A024R7R0,-0.96929,0.52278
A0A024R7S3,-0.91334,0.59352
A0A024R7T3,-1.5003,0.94556
A0A024R7U6,-3.074,1.5567
A0A024R7X0,-0.1634,0.35513
A0A024R7X1,-2.0454,1.0896
A0A024R7X7,-2.183,1.1081
A0A024R806,-1.8339,1.0825
A0A024R814,-1.7487,0.7298
A0A024R816,2.8628,1.6609
A0A024R823,1.144,0.38068
A0A024R829,3.0666,1.7024
A0A024R837,-1.9144,1.1733
A0A024R838,2.3387,1.3961
A0A024R845,1.609,0.89998
A0A024R850,-1.6174,0.78132
A0A024R857,-0.014551,0.18697
A0A024R869,2.4456,1.0893
A0A024R870,2.1405,1.085
A0A024R877,-0.43247,0.049921
A0A024R880,1.9333,1.0923
A0A024R892,1.4676,0.97668
A0A024R899,1.134,0.60738
A0A024R8A0,0.94547,0.53437
A0A024R8A2,2.9697,1.5402
A0A024R8A7,0.37917,0.44384
A0A024R8B0,-1.4239,0.6385
A0A024R8B2,1.1042,0.33262
A0A024R8B6,-2.3888,1.0985
A0A024R8C1,-0.46267,0.4093
A0A024R8C7,2.2146,0.95626
A0A024R8D2,2.3516,1.3697
A0A024R8D4,-3.0286,1.503
A0A024R8D5,2.8261,1.5195
A0A024R8E4,1.4159,0.97291
A0A024R8G6,0.81995,0.43219
A0A024R8K8,0.47813,0.064513
A0A024R8L5,0.10955,0.096687
A0A024R8L7,2.3462,1.2696
A0A024R8N2,-3.0765,1.6757
A0A024R8N6,-0.30239,0.33966
A0A024R8P8,-0.55567,0.35284
A0A024R8Q1,-0.3201,0.15297
A0A024R8R4,1.7566,0.71446
A0A024R8R6,2.4209,1.1243
A0A024R8S5,0.77858,0.29094
A0A024R8T9,1.4629,0.53868
A0A024R8U1,2.963,1.4769
A0A024R8U4,1.0871,0.47377
A0A024R8U5,1.4754,0.97817
A0A024R8U7,1.3162,0.52343
A0A024R8V0,-3.4233,1.8939
A0A024R8V6,2.9951,1.5928
A0A024R8W0,1.0643,0.49913
A0A024R8W9,1.1664,0.51008
A0A024R8Y1,-0.9375,0.30721
A0A024R8Y2,1.0762,0.79762
A0A024R8Z9,-2.4694,1.4504
A0A024R904,-1.5051,0.67768
A0A024R911,2.9235,1.4603
A0A024R912,-0.5129,0.26994
A0A024R914,-0.19684,0.18824
A0A024R915,-2.6758,1.5965
A0A024R926,-2.2765,1.334
A0A024R943,3.0214,1.5177
A0A024R957,2.248,0.9601
A0A024R978,-1.2761,0.84637
A0A024R980,-1.0586,0.60447
A0A024R994,0.51152,0.417
A0A024R9A4,1.8327,1.0763
A0A024R9A9,1.2398,0.81884
A0A024R9B5,-2.8786,1.5077
A0A024R9B8,-2.6622,1.4288
A0A024R9D7,-1.2341,0.45625
A0A024R9D8,-1.1269,0.79645
A0A024R9D9,2.0515,1.184
A0A024R9E0,-1.1274,0.44567
A0A024R9E4,-3.1857,1.8002
A0A024R9F2,1.4389,0.64241
A0A024R9G4,-3.154,1.6294
A0A024R9H2,-1.8538,1.1381
A0A024R9I0,1.7018,0.67477
A0A024R9J0,0.08151,0.17793
A0A024R9J7,-2.577,1.4344
A0A024R9K4,-1.8855,0.79336
A0A024R9K7,2.4547,1.2817
A0A024R9L1,0.54638,0.48531
A0A024R9M9,3.1203,1.5845
A0A024R9N6,-1.0306,0.5201
A0A024R9P0,-0.43874,0.40614
A0A024R9R5,0.63868,0.52121
A0A024R9R7,0.80807,0.64921
A0A024R9T3,-1.0556,0.45229
A0A024R9T6,0.92463,0.43244
A0A024R9V7,1.5653,0.61641
A0A024R9W8,-3.3933,1.7733
A0A024R9Y3,-2.8599,1.635
A0A024R9Y5,-0.6145,0.12454
A0A024R9Y6,3.4012,1.7252
A0A024R9Y7,-0.96504,0.45258
A0A024R9Z8,0.34331,0.072524
A0A024RA36,0.05446,0.23094
A0A024RA38,0.25273,0.11782
A0A024RA51,1.2502,0.43267
A0A024RA52,0.83863,0.20594
A0A024RA53,-0.51344,0.44651
A0A024RA58,-0.78815,0.44576
A0A024RA66,-1.6074,0.69526
A0A024RA75,-2.9098,1.5506
A0A024RA89,2.8936,1.4315
A0A024RA95,-1.8459,0.8183
A0A024RAB6,-0.049902,0.26171
A0A024RAC5,0.51413,0.52596
A0A024RAD5,1.0753,0.44282
A0A024RAD7,2.1062,1.2823
A0A024RAD8,-2.9726,1.6562
A0A024RAE1,2.0929,1.1148
A0A024RAF0,-2.1703,1.0258
A0A024RAF7,2.7714,1.3839
A0A024RAH0,0.73601,0.44579
A0A024RAH8,2.5144,1.3984
A0A024RAI1,0.62524,0.25719
A0A024RAJ4,1.7474,1.0871
A0A024RAJ9,1.9879,1.1077
A0A024RAK9,0.12077,0.21344
A0A024RAL9,-1.6975,1.0367
A0A024RAM0,1.3793,0.7498
A0A024RAM2,2.8646,1.3666
A0A024RAM4,-1.7142,1.0124
A0A024RAM8,2.321,1.125
A0A024RAN2,0.2439,0.077253
A0A024RAP2,-0.18314,0.16255
A0A024RAP4,-0.67894,0.19054
A0A024RAQ3,-1.23,0.66058
A0A024RAV0,1.9553,1.0857
A0A024RAV5,-2.3493,1.2174
A0A024RAW6,0.63049,0.38024
A0A024RAZ8,-1.5596,0.72723
A0A024RB01,3.2998,1.8404
A0A024RB05,3.2995,1.8311
A0A024RB12,2.5115,1.421
A0A024RB23,-1.7058,0.97725
A0A024RB32,0.27039,0.092173
A0A024RB33,0.1927,0.099979
A0A024RB53,0.59357,0.42346
A0A024RB62,-1.3971,0.74801
A0A024RB87,0.78235,0.52477
A0A024RB89,2.4436,1.4505
A0A024RBA9,1.5937,0.59945
A0A024RBB5,-0.63481,0.47631
A0A024RBB7,-1.4365,0.85126
A0A024RBD0,2,1.2679
A0A024RBE7,-1.5309,0.55923
A0A024RBE8,-3.0705,1.5564
A0A024RBG3,-0.60885,0.18354
A0A024RBG7,-0.8891,0.56781
A0A024RBH2,1.6213,0.9208
A0A024RBI2,-0.67105,0.37695
A0A024RBI7,1.4481,0.51749
A0A024RBJ1,2.9262,1.4109
A0A024RBL2,-2.8446,1.4109
A0A024RBN1,-2.1506,1.2483
A0A024RBQ5,2.1578,1.2147
A0A024RBR2,-2.2994,1.1817
A0A024RBR3,-1.8307,0.78251
A0A024RBS2,1.2352,0.75876
A0A024RBU0,-2.685,1.3596
A0A024RBU4,-1.828,1.1138
A0A024RBU5,-0.42732,0.096321
A0A024RBV2,-0.83132,0.49966
A0A024RBV4,-2.1191,1.1955
A0A024RBV9,0.77127,0.3596
A0A024RBX8,0.39808,0.50597
A0A024RBY9,-0.056706,0.2749
A0A024RC00,-3.4222,1.8382
A0A024RC06,-0.71395,0.65785
A0A024RC16,-3.2918,1.795
A0A024RC19,3.4521,1.7043
A0A024RC24,0.2246,0.12414
A0A024RC29,-2.92,1.3975
A0A024RC37,2.5285,1.4907
A0A024RC42,1.6609,0.82361
A0A024RC47,2.5863,1.1629
A0A024RC48,-1.2908,0.94692
A0A024RC67,2.6733,1.2795
A0A024RC68,-1.737,1.0148
A0A024RC97,1.5097,0.75623
A0A024RCA1,-1.1112,0.43626
A0A024RCB2,-3.4273,1.9325
A0A024RCB7,0.20025,0.12461
A0A024RCB9,0.98291,0.65904
A0A024RCF8,-2.7085,1.4617
A0A024RCG2,2.1251,0.98023
A0A024RCI6,1.0005,0.32852
A0A024RCJ0,-2.3941,1.4235
A0A024RCJ8,3.0215,1.5836
A0A024RCK7,-0.3833,0.4279
A0A024RCR2,0.04671,0.06448
A0A024RCX4,0.24525,0.093272
A0A024RCX5,-1.1661,0.72132
A0A024RCX7,1.5125,0.99631
A0A024RCY0,3.1161,1.8379
A0A024RCY9,-1.1738,0.42314
A0A024RCZ8,-1.4134,0.76775
A0A024RD03,-1.7844,1.1261
A0A024RD07,-1.7656,0.94393
A0A024RD11,-1.5535,0.67664
A0A024RD12,-0.63295,0.17248
A0A024RD18,-1.6584,0.82441
A0A024RD24,-0.75481,0.40113
A0A024RD28,1.8641,0.82083
A0A024RD36,1.424,0.71971
A0A024RD41,-1.1391,0.51488
A0A024RD56,3.5103,1.8215
A0A024RD83,-1.4996,0.71107
A0A024RD84,1.6792,0.63301
A0A024RD93,-3.3032,1.6416
A0A024RDA5,3.3876,1.7888
A0A024RDA9,-2.2337,1.103
A0A024RDB8,-0.26511,0.13432
A0A024RDD7,0.3747,0.078818
A0A024RDE5,0.16005,0.18202
A0A024RDE8,-1.6413,0.67715
A0A024RDF4,-1.4667,0.60332
A0A024RDF6,1.9843,1.0525
A0A024RDG1,2.3927,1.1522
A0A024RDG6,3.4385,1.903
A0A024RDG8,-0.68162,0.56684
A0A024RDG9,-1.9365,0.77874
A0A024RDH3,-1.4617,0.78473
A0A024RDI6,0.086866,0.13393
A0A024RDJ1,0.41443,0.033714
A0A024RDJ3,3.2031,1.6227
A0A024RDJ4,-1.1574,0.66268
A0A024RDK4,0.40072,0.44963
A0A024RDK6,2.4749,1.3733
A0A024RDK9,2.3373,1.1591
A0A024RDL9,-1.0813,0.75117
A0A024RDQ7,-2.9447,1.4784
A0A024RDQ8,-1.8032,1.0938
A0A024RDQ9,3.1456,1.5948
A0A024RDR0,-1.7566,0.72731
A0A024RDS1,2.3805,1.2281
A0A024RDS3,-2.1429,1.3208
A0A024RDS7,1.4327,0.72812
A0A024RDT1,-2.3555,1.1817
A0A024RDT4,0.6553,0.20957
A0A024RDT6,1.4978,0.62034
A0A024RDT9,2.7938,1.3457
A0A024RDV7,1.569,0.77401
A0A024RDV9,-0.38042,0.33529
A0A024RDX3,2.3425,1.4175
A0A024RDY0,-0.75998,0.5165
A0A024RDZ2,-0.062123,0.27566
A0A024RE02,0.84663,0.70262
A0A024RE03,-2.4577,1.1682
A0A067XG54,2.9505,1.4191
A0A068F7M9,-2.6556,1.4132
A0A075B6G3,0.79169,0.50043
A0A075B746,-3.3344,1.6924
A0A075B7D9,1.5001,0.54447
A0A075B7F8,0.86691,0.29115
A0A075B7G2,2.4066,1.4042
A0A087WSV0,2.2804,1.1297
A0A087WSV8,2.9635,1.5802
A0A087WT12,-2.8074,1.3505
A0A087WT20,0.72632,0.28644
A0A087WT23,1.4147,0.90844
A0A087WT42,0.62272,0.48764
A0A087WT44,1.8353,0.72908
A0A087WTW0,-0.53215,0.16401
A0A087WU26,-1.6488,0.79432
A0A087WU53,-2.0602,0.91835
A0A087WUB9,-1.7583,0.67379
A0A087WUC6,-2.594,1.183
A0A087WUF6,-2.2561,1.0531
A0A087WUS0,-1.6192,0.73264
A0A087WUT6,-0.82023,0.24494
A0A087WUW9,-0.05716,0.10706
A0A087WV05,2.1328,1.1017
A0A087WVA1,0.72988,0.64403
A0A087WVA8,3.0135,1.4584
A0A087WVD1,-0.34864,0.40731
A0A087WVP1,2.9154,1.4079
A0A087WVQ6,-1.5631,1.0199
A0A087WVZ0,1.7566,0.87599
A0A087WW40,0.089175,0.21117
A0A087WWD4,-2.6905,1.3324
A0A087WWF6,-3.0113,1.5423
A0A087WWI0,0.038433,0.038839
A0A087WWK8,-1.4576,0.6231
A0A087WWM0,-1.5993,0.7001
A0A087WWP8,-1.914,0.81992
A0A087WWS1,-1.3969,0.64438
A0A087WWT1,2.8137,1.4632
A0A087WXD1,2.7669,1.629
A0A087WXF8,1.7417,1.0494
A0A087WXK8,1.4018,0.60863
A0A087WXL6,-0.64783,0.4505
A0A087WY31,2.5934,1.5022
A0A087WY96,0.9889,0.50429
A0A087WYF7,-2.4151,1.1308
A0A087WYL7,0.20503,0.23988
A0A087WYV9,1.6623,0.99328
A0A087WZ40,1.3081,0.47362
A0A087WZ62,1.7499,0.72004
A0A087WZ82,-2.7294,1.5957
A0A087WZE9,2.9764,1.5537
A0A087WZN1,-1.493,1.0168
A0A087WZQ7,2.7808,1.4252
A0A087WZT3,0.9426,0.51834
A0A087X020,-1.4739,0.89259
A0A087X0M0,-0.65479,0.47321
A0A087X0N2,-0.83998,0.72666
A0A087X0N3,2.4623,1.451
A0A087X0R6,-0.29364,0.10862
A0A087X0V5,2.5792,1.4506
A0A087X0W9,1.4036,0.92971
A0A087X117,0.66448,0.296
A0A087X127,-1.4064,0.90402
A0A087X1E4,2.4647,1.3322
A0A087X1I8,3.3258,1.851
A0A087X1N7,-1.5299,0.93903
A0A087X1N8,-3.262,1.747
A0A087X1R1,1.0972,0.63319
A0A087X1U6,-2.5153,1.3278
A0A087X1Z1,0.46548,0.27055
A0A087X1Z3,2.4482,1.4073
A0A087X211,2.0043,1.0528
A0A087X231,1.3312,0.7525
A0A087X243,3.0488,1.5585
A0A087X266,1.512,0.91286
A0A087X295,2.9649,1.507
A0A087X2I1,0.43223,0.48112
A0A088AWN2,0.011432,0.2344
A0A090N7T9,-2.2683,1.1954
A0A090N7Y2,1.731,0.9498
A0A090N8E9,-0.62287,0.35445
A0A090N8N0,0.51905,0.31478
A0A090N8P3,1.2118,0.49064
A0A090N8Q3,0.60783,0.06099
A0A090N8Y5,-1.9833,0.97547
A0A090N8Y8,0.50944,0.26559
A0A096LNH0,-1.6591,0.80581
A0A096LNK9,-0.68425,0.41726
A0A096LNX8,-1.0061,0.36668
A0A096LP25,-1.1947,0.40259
A0A096LP55,1.7433,0.74981
A0A096LPC5,-1.3077,0.44665
A0A096LPI6,-3.7181,1.9702
A0A096WXL7,-1.0858,0.88321
A0A097PID1,-2.1533,1.2481
A0A0A0MQR1,0.98496,0.61067
A0A0A0MQS1,1.2205,0.51093
A0A0A0MQS2,0.33035,0.31452
A0A0A0MQS6,-0.47681,0.51942
A0A0A0MQT0,0.64614,0.3915
A0A0A0MQU4,0.46485,0.42974
A0A0A0MQX1,1.7748,0.66648
A0A0A0MQX8,-0.41034,0.16823
A0A0A0MR39,-2.0951,1.2211
A0A0A0MR51,-0.11735,0.13703
A0A0A0MR66,1.0454,0.34235
A0A0A0MR85,0.034734,0.18204
A0A0A0MRC4,-0.41903,0.41447
